2026-04-29 15:46:59,552 - INFO - NEW TARGET = 25
2026-04-29 15:46:59,552 - INFO - y0 = 2, target y = 25, dy = 0.6031964557255657
2026-04-29 15:47:02,034 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,034 - INFO - y0 = 30, target y = 21, dy = -0.33409850034726357
2026-04-29 15:47:02,034 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,035 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,100 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,100 - INFO - y0 = 30, target y = 21, dy = -0.33409850034726357
2026-04-29 15:47:02,101 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,101 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,165 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,165 - INFO - y0 = 30, target y = 21, dy = -0.33409850034726357
2026-04-29 15:47:02,166 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,166 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,233 - INFO - NEW TARGET = 22
2026-04-29 15:47:02,233 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,233 - INFO - y0 = 2.984633969011922, target y = 22, dy = 0.14593981609673992
2026-04-29 15:47:02,233 - INFO - y0 = 30, target y = 21, dy = -0.33409850034726357
2026-04-29 15:47:02,234 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,234 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,294 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,294 - INFO - y0 = 2.984633969011922, target y = 22, dy = 0.14593981609673992
2026-04-29 15:47:02,295 - INFO - y0 = 30, target y = 21, dy = -0.33409850034726357
2026-04-29 15:47:02,295 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,295 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,358 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,359 - INFO - y0 = 2.984633969011922, target y = 22, dy = 0.14593981609673992
2026-04-29 15:47:02,359 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,359 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,430 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,431 - INFO - y0 = 2.984633969011922, target y = 22, dy = 0.14593981609673992
2026-04-29 15:47:02,431 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,431 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,492 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,493 - INFO - y0 = 2.984633969011922, target y = 22, dy = 0.14593981609673992
2026-04-29 15:47:02,493 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,493 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,555 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,555 - INFO - y0 = 3.714333049495621, target y = 11.25, dy = 0.31205527847493336
2026-04-29 15:47:02,555 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,556 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,620 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,620 - INFO - y0 = 4.026388327970555, target y = 11.5, dy = 0.3224573674888495
2026-04-29 15:47:02,620 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,620 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,683 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,683 - INFO - y0 = 4.348845695459404, target y = 11.75, dy = 0.3332868089092157
2026-04-29 15:47:02,683 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,683 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,749 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,750 - INFO - y0 = 4.682132504368619, target y = 12.0, dy = 0.34457995494913396
2026-04-29 15:47:02,750 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,750 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,820 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,820 - INFO - y0 = 5.0267124593177535, target y = 12.25, dy = 0.3563780373679429
2026-04-29 15:47:02,820 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,821 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,885 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,885 - INFO - y0 = 5.383090496685696, target y = 12.5, dy = 0.3687280879828156
2026-04-29 15:47:02,886 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,886 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:02,961 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:02,961 - INFO - y0 = 5.751818584668512, target y = 12.75, dy = 0.38168408828912387
2026-04-29 15:47:02,961 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:02,961 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,020 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:03,020 - INFO - y0 = 6.133502672957635, target y = 13.0, dy = 0.39530842054375775
2026-04-29 15:47:03,021 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,021 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,083 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:03,083 - INFO - y0 = 6.528811093501393, target y = 13.25, dy = 0.4096737209180832
2026-04-29 15:47:03,083 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,083 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,145 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:03,145 - INFO - y0 = 6.938484814419477, target y = 13.5, dy = 0.42486527697901005
2026-04-29 15:47:03,145 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,145 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,212 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:03,212 - INFO - y0 = 7.363350091398487, target y = 13.75, dy = 0.4409841744310101
2026-04-29 15:47:03,212 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,212 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,276 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:03,277 - INFO - y0 = 7.804334265829497, target y = 14.0, dy = 0.4581514945307499
2026-04-29 15:47:03,277 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,277 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,347 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:03,347 - INFO - y0 = 8.262485760360248, target y = 14.25, dy = 0.4765140159389139
2026-04-29 15:47:03,347 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,347 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,411 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:03,411 - INFO - y0 = 8.738999776299162, target y = 14.5, dy = 0.49625212238521005
2026-04-29 15:47:03,412 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,412 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,480 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:03,480 - INFO - y0 = 9.235251898684371, target y = 14.75, dy = 0.51759103335309
2026-04-29 15:47:03,481 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,481 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,549 - INFO - y0 = 11.651143291609053, target y = 24, dy = 0.06387337710783161
2026-04-29 15:47:03,549 - INFO - y0 = 9.752842932037462, target y = 15.0, dy = 0.5408172001037838
2026-04-29 15:47:03,549 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,549 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,608 - INFO - NEW TARGET = 12
2026-04-29 15:47:03,608 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:03,609 - INFO - y0 = 10.293660132141245, target y = 15.25, dy = 0.5663030302968453
2026-04-29 15:47:03,609 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,609 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,676 - INFO - NEW TARGET = 15
2026-04-29 15:47:03,677 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:03,677 - INFO - y0 = 10.85996316243809, target y = 15.5, dy = 0.5945456379091546
2026-04-29 15:47:03,677 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:03,677 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,677 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,745 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:03,746 - INFO - y0 = 11.454508800347245, target y = 15.75, dy = 0.6262304826444396
2026-04-29 15:47:03,746 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:03,746 - INFO - y0 = 29.925372085851087, target y = 5, dy = -0.6214806627284827
2026-04-29 15:47:03,746 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,806 - INFO - NEW TARGET = 27
2026-04-29 15:47:03,806 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:03,807 - INFO - y0 = 12.080739282991685, target y = 16.0, dy = 0.6623421255473995
2026-04-29 15:47:03,807 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:03,807 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:03,807 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,882 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:03,882 - INFO - y0 = 12.743081408539084, target y = 16.25, dy = 0.7043717748987383
2026-04-29 15:47:03,882 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:03,882 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:03,882 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:03,962 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:03,963 - INFO - y0 = 13.447453183437823, target y = 16.5, dy = 0.7547461771813616
2026-04-29 15:47:03,963 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:03,963 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:03,963 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:04,022 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,022 - INFO - y0 = 14.202199360619185, target y = 16.75, dy = 0.8178433647003877
2026-04-29 15:47:04,022 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,022 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,022 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:04,084 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,084 - INFO - y0 = 15.020042725319572, target y = 17.0, dy = 0.9029472885546223
2026-04-29 15:47:04,084 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,084 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,084 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:04,151 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,151 - INFO - y0 = 15.922990013874195, target y = 17.25, dy = 1.036515852977231
2026-04-29 15:47:04,151 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,151 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,152 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:04,217 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,218 - INFO - y0 = 16.959505866851426, target y = 17.5, dy = 1.3802912415194009
2026-04-29 15:47:04,218 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,218 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,218 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:04,278 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,278 - INFO - y0 = 18.339797108370828, target y = 17.75, dy = -1.2001445558052273
2026-04-29 15:47:04,278 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,278 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,278 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:04,342 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,342 - INFO - y0 = 17.1396525525656, target y = 18.0, dy = 1.3759001282000216
2026-04-29 15:47:04,342 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,342 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,342 - INFO - y0 = 2, target y = 30, dy = 0.25
2026-04-29 15:47:04,407 - INFO - food to delete: <modules.food.Food object at 0x7fbd911f92b0>
2026-04-29 15:47:04,407 - INFO - Deleting from: [<modules.terminal_entity.TerminalEntity object at 0x7fbd911f9160>, <modules.terminal_entity.TerminalEntity object at 0x7fbd91224910>, <modules.shrimp.Shrimp object at 0x7fbd911f9010>, <modules.shrimp.Shrimp object at 0x7fbd91224410>, <modules.shrimp.Shrimp object at 0x7fbd912247d0>, <modules.shrimp.Shrimp object at 0x7fbd913936f0>, <modules.food.Food object at 0x7fbd911f92b0>]
2026-04-29 15:47:04,407 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,407 - INFO - y0 = 18.515552680765623, target y = 18.25, dy = -1.0029629770172361
2026-04-29 15:47:04,407 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,407 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,474 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,474 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,474 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,538 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,538 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,538 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,600 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,600 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,600 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,669 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,669 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,669 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,730 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,730 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,730 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,791 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
2026-04-29 15:47:04,791 - INFO - y0 = 21.981635991665684, target y = 15, dy = -0.014225303188672154
2026-04-29 15:47:04,792 - INFO - y0 = 12.523913529453555, target y = 27, dy = 0.7943926902211568
2026-04-29 15:47:04,855 - INFO - y0 = 14.653192015677163, target y = 12, dy = -0.013812055365513004
